Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Lithuania,2006,Male,Not applicable,Percent,2.46035
Lithuania,2006,Female,Not applicable,Percent,2.02712
Lithuania,2006,All genders,Not applicable,Percent,2.251
Lithuania,2005,All genders,Not applicable,Percent,3.29072
Lithuania,2005,Female,Not applicable,Percent,3.21696
Lithuania,2005,Male,Not applicable,Percent,3.35559
Lithuania,2004,Male,Not applicable,Percent,2.39225
Lithuania,2004,Female,Not applicable,Percent,1.75664
Lithuania,2004,All genders,Not applicable,Percent,2.08192
Lithuania,2003,All genders,Not applicable,Percent,1.46851
Lithuania,2003,Female,Not applicable,Percent,1.20534
Lithuania,2003,Male,Not applicable,Percent,1.714
Lithuania,2002,Male,Not applicable,Percent,1.89275
Lithuania,2002,Female,Not applicable,Percent,2.37457
Lithuania,2002,All genders,Not applicable,Percent,2.1264
Lithuania,2001,All genders,Not applicable,Percent,1.73083
Lithuania,2001,Female,Not applicable,Percent,1.30066
Lithuania,2001,Male,Not applicable,Percent,2.13576
Lithuania,2000,Male,Not applicable,Percent,0.78843
Lithuania,2000,Female,Not applicable,Percent,2.04106
Lithuania,2000,All genders,Not applicable,Percent,1.39918
Lithuania,1999,All genders,Not applicable,Percent,0.82746
Lithuania,1999,Female,Not applicable,Percent,0.15272
Lithuania,1999,Male,Not applicable,Percent,1.46391
Lithuania,1998,Male,Not applicable,Percent,0.85255
Lithuania,1998,Female,Not applicable,Percent,1.36426
Lithuania,1998,All genders,Not applicable,Percent,1.10329
Lithuania,1995,All genders,Not applicable,Percent,8.90688
Lithuania,1995,Female,Not applicable,Percent,7.95194
Lithuania,1995,Male,Not applicable,Percent,9.80823
Luxembourg,2012,Male,Not applicable,Percent,17.30038
Luxembourg,2012,Female,Not applicable,Percent,13.01867
Luxembourg,2012,All genders,Not applicable,Percent,15.21833
Macao Special Administrative Region of China,2009,All genders,Not applicable,Percent,1.72623
Macao Special Administrative Region of China,2008,All genders,Not applicable,Percent,1.93051
Macao Special Administrative Region of China,2008,Male,Not applicable,Percent,2.39518
Macao Special Administrative Region of China,2008,Female,Not applicable,Percent,1.45552
Macao Special Administrative Region of China,1993,Female,Not applicable,Percent,29.95008
Macao Special Administrative Region of China,1993,Male,Not applicable,Percent,33.40926
Macao Special Administrative Region of China,1993,All genders,Not applicable,Percent,31.75863
Macao Special Administrative Region of China,1992,All genders,Not applicable,Percent,36.20947
Macao Special Administrative Region of China,1992,Male,Not applicable,Percent,37.93748
Macao Special Administrative Region of China,1992,Female,Not applicable,Percent,34.42668
Macao Special Administrative Region of China,1990,Female,Not applicable,Percent,32.34323
Macao Special Administrative Region of China,1990,Male,Not applicable,Percent,32.73392
Macao Special Administrative Region of China,1990,All genders,Not applicable,Percent,32.54635
Madagascar,2013,Male,Not applicable,Percent,61.17952
Madagascar,2013,Female,Not applicable,Percent,58.70753
Madagascar,2013,All genders,Not applicable,Percent,59.94878
Madagascar,2012,All genders,Not applicable,Percent,62.0302
Madagascar,2012,Female,Not applicable,Percent,60.80599
Madagascar,2012,Male,Not applicable,Percent,63.23725
Madagascar,2011,Male,Not applicable,Percent,60.60715
Madagascar,2011,Female,Not applicable,Percent,58.0523
Madagascar,2011,All genders,Not applicable,Percent,59.34143
Madagascar,2010,All genders,Not applicable,Percent,60.4807
Madagascar,2010,Female,Not applicable,Percent,59.89945
Madagascar,2010,Male,Not applicable,Percent,61.05906
Madagascar,2009,Male,Not applicable,Percent,66.19584
Madagascar,2009,Female,Not applicable,Percent,64.62054
Madagascar,2009,All genders,Not applicable,Percent,65.41531
Madagascar,2008,All genders,Not applicable,Percent,50.61281
Madagascar,2008,Female,Not applicable,Percent,49.5993
Madagascar,2008,Male,Not applicable,Percent,51.5998
Madagascar,2007,Male,Not applicable,Percent,57.95704
Madagascar,2007,Female,Not applicable,Percent,56.70834
Madagascar,2007,All genders,Not applicable,Percent,57.33938
Madagascar,2006,All genders,Not applicable,Percent,57.5333
Madagascar,2006,Female,Not applicable,Percent,56.79962
Madagascar,2006,Male,Not applicable,Percent,58.23956
Madagascar,2005,Male,Not applicable,Percent,64.77476
Madagascar,2005,Female,Not applicable,Percent,63.23438
Madagascar,2005,All genders,Not applicable,Percent,64.02135
Madagascar,2004,All genders,Not applicable,Percent,57.1178
Madagascar,2004,Female,Not applicable,Percent,57.08808
Madagascar,2004,Male,Not applicable,Percent,57.14232
Madagascar,2003,Male,Not applicable,Percent,40.53314
Madagascar,2003,Female,Not applicable,Percent,39.73578
Madagascar,2003,All genders,Not applicable,Percent,40.13758
Madagascar,2002,Female,Not applicable,Percent,44.552
Madagascar,2002,Male,Not applicable,Percent,44.63238
Madagascar,2002,All genders,Not applicable,Percent,44.59039
Madagascar,2001,All genders,Not applicable,Percent,65.31761
Madagascar,2001,Male,Not applicable,Percent,65.96912
Madagascar,2001,Female,Not applicable,Percent,64.65059
Madagascar,2000,Female,Not applicable,Percent,62.78067
Madagascar,2000,Male,Not applicable,Percent,64.90582
Madagascar,2000,All genders,Not applicable,Percent,63.85966
Madagascar,1999,All genders,Not applicable,Percent,47.57747
Madagascar,1999,Male,Not applicable,Percent,47.81385
Madagascar,1999,Female,Not applicable,Percent,47.33944
Madagascar,1998,Female,Not applicable,Percent,61.07977
Madagascar,1998,Male,Not applicable,Percent,63.44237
Madagascar,1998,All genders,Not applicable,Percent,62.28108
Madagascar,1996,All genders,Not applicable,Percent,73.7915
Madagascar,1996,Male,Not applicable,Percent,74.77773
Madagascar,1996,Female,Not applicable,Percent,72.77199
Madagascar,1995,Female,Not applicable,Percent,74.55372
Madagascar,1995,Male,Not applicable,Percent,71.36618
Madagascar,1995,All genders,Not applicable,Percent,73.03281
Madagascar,1994,All genders,Not applicable,Percent,73.04928
Madagascar,1994,Male,Not applicable,Percent,74.0606
Madagascar,1994,Female,Not applicable,Percent,72.00998
Madagascar,1993,Female,Not applicable,Percent,68.60697
Madagascar,1993,Male,Not applicable,Percent,69.6167
Madagascar,1993,All genders,Not applicable,Percent,69.1156
Madagascar,1992,All genders,Not applicable,Percent,71.28254
Madagascar,1992,Male,Not applicable,Percent,74.15043
Madagascar,1992,Female,Not applicable,Percent,67.68446
Madagascar,1991,Female,Not applicable,Percent,68.53769
Madagascar,1991,Male,Not applicable,Percent,68.78092
Madagascar,1991,All genders,Not applicable,Percent,68.65729
Madagascar,1990,All genders,Not applicable,Percent,65.99666
Madagascar,1990,Male,Not applicable,Percent,66.98377
Madagascar,1990,Female,Not applicable,Percent,64.98375
Madagascar,1989,Female,Not applicable,Percent,67.93994
Madagascar,1989,Male,Not applicable,Percent,71.57173
Madagascar,1989,All genders,Not applicable,Percent,69.82647
Madagascar,1988,All genders,Not applicable,Percent,67.48624
Madagascar,1988,Male,Not applicable,Percent,70.10206
Madagascar,1988,Female,Not applicable,Percent,64.67648
Madagascar,1975,Female,Not applicable,Percent,80.2681
Madagascar,1975,Male,Not applicable,Percent,79.28109
Madagascar,1975,All genders,Not applicable,Percent,79.74893
Malawi,2011,All genders,Not applicable,Percent,50.88378
Malawi,2011,Male,Not applicable,Percent,49.4181
Malawi,2011,Female,Not applicable,Percent,52.28369
Malawi,2010,Female,Not applicable,Percent,48.44955
Malawi,2010,Male,Not applicable,Percent,49.76017
Malawi,2010,All genders,Not applicable,Percent,49.09825
Malawi,2009,All genders,Not applicable,Percent,47.18735
Malawi,2009,Male,Not applicable,Percent,47.92466
Malawi,2009,Female,Not applicable,Percent,46.40551
Malawi,2008,Female,Not applicable,Percent,58.26451
Malawi,2008,Male,Not applicable,Percent,57.86531
Malawi,2008,All genders,Not applicable,Percent,58.0513
Malawi,2007,All genders,Not applicable,Percent,40.12876
Malawi,2007,Male,Not applicable,Percent,37.42735
Malawi,2007,Female,Not applicable,Percent,42.65071
Malawi,2006,Female,Not applicable,Percent,65.10061
Malawi,2006,Male,Not applicable,Percent,62.97998
Malawi,2006,All genders,Not applicable,Percent,64.06864
Malawi,2005,Male,Not applicable,Percent,63.68616
Malawi,2005,Female,Not applicable,Percent,64.03194
Malawi,2005,All genders,Not applicable,Percent,63.86316
Malawi,2004,All genders,Not applicable,Percent,66.15751
Malawi,2004,Female,Not applicable,Percent,67.66594
Malawi,2004,Male,Not applicable,Percent,64.53632
Malawi,2001,Male,Not applicable,Percent,65.33096
Malawi,2001,Female,Not applicable,Percent,69.02538
Malawi,2001,All genders,Not applicable,Percent,67.19544
Malawi,1999,All genders,Not applicable,Percent,63.74598
Malawi,1999,Female,Not applicable,Percent,66.16456
Malawi,1999,Male,Not applicable,Percent,61.35789
Malawi,1998,All genders,Not applicable,Percent,62.34816
Malawi,1996,All genders,Not applicable,Percent,76.72242
Malawi,1996,Female,Not applicable,Percent,78.82316
Malawi,1996,Male,Not applicable,Percent,74.70569
Malawi,1995,Male,Not applicable,Percent,82.24707
Malawi,1995,Female,Not applicable,Percent,85.49957
Malawi,1995,All genders,Not applicable,Percent,83.84212
Malawi,1994,All genders,Not applicable,Percent,80.29254
Malawi,1994,Female,Not applicable,Percent,82.80709
Malawi,1994,Male,Not applicable,Percent,77.69677
Malawi,1993,Male,Not applicable,Percent,75.67875
Malawi,1993,Female,Not applicable,Percent,81.79727
Malawi,1993,All genders,Not applicable,Percent,78.79664
Malawi,1992,All genders,Not applicable,Percent,79.90595
Malawi,1992,Female,Not applicable,Percent,81.65016
Malawi,1992,Male,Not applicable,Percent,78.2267
Malawi,1991,Male,Not applicable,Percent,70.95321
Malawi,1991,Female,Not applicable,Percent,75.8
Malawi,1991,All genders,Not applicable,Percent,73.2716
Malawi,1990,All genders,Not applicable,Percent,75.64409
Malawi,1990,Female,Not applicable,Percent,78.13434
Malawi,1990,Male,Not applicable,Percent,73.40391
Malawi,1989,Male,Not applicable,Percent,74.16831
Malawi,1989,Female,Not applicable,Percent,79.55602
Malawi,1989,All genders,Not applicable,Percent,76.74101
Malawi,1988,All genders,Not applicable,Percent,73.83256
Malawi,1988,Female,Not applicable,Percent,77.13886
Malawi,1988,Male,Not applicable,Percent,70.80853
Malawi,1987,Male,Not applicable,Percent,63.13519
Malawi,1987,Female,Not applicable,Percent,70.77452
Malawi,1987,All genders,Not applicable,Percent,66.77913
Malawi,1986,All genders,Not applicable,Percent,68.53075
Malawi,1986,Female,Not applicable,Percent,72.16876
Malawi,1986,Male,Not applicable,Percent,65.29037
Malawi,1985,Male,Not applicable,Percent,65.8039
Malawi,1985,Female,Not applicable,Percent,72.77252
Malawi,1985,All genders,Not applicable,Percent,69.01428
Malawi,1984,All genders,Not applicable,Percent,66.16583
Malawi,1984,Female,Not applicable,Percent,71.30229
Malawi,1984,Male,Not applicable,Percent,61.67972
Malawi,1983,Male,Not applicable,Percent,67.38471
Malawi,1983,Female,Not applicable,Percent,76.56195
Malawi,1983,All genders,Not applicable,Percent,71.67804
Malawi,1982,All genders,Not applicable,Percent,75.01783
Malawi,1982,Female,Not applicable,Percent,82.80876
Malawi,1982,Male,Not applicable,Percent,67.97855
Malawi,1981,Male,Not applicable,Percent,66.04802
Malawi,1981,Female,Not applicable,Percent,77.11898
Malawi,1981,All genders,Not applicable,Percent,71.16993
Malawi,1980,All genders,Not applicable,Percent,73.89639
Malawi,1980,Female,Not applicable,Percent,79.26305
Malawi,1980,Male,Not applicable,Percent,69.36786
Malawi,1979,Male,Not applicable,Percent,66.48728
Malawi,1979,Female,Not applicable,Percent,77.88756
Malawi,1979,All genders,Not applicable,Percent,71.69502
Malawi,1978,All genders,Not applicable,Percent,71.4026
Malawi,1978,Male,Not applicable,Percent,66.08276
Malawi,1978,Female,Not applicable,Percent,77.73922
Malawi,1977,Female,Not applicable,Percent,80.17282
Malawi,1977,Male,Not applicable,Percent,66.04006
Malawi,1977,All genders,Not applicable,Percent,72.45974
Malawi,1976,All genders,Not applicable,Percent,78.58998
Malawi,1976,Male,Not applicable,Percent,73.66204
Malawi,1976,Female,Not applicable,Percent,84.67237
Malawi,1975,Female,Not applicable,Percent,85.90067
Malawi,1975,Male,Not applicable,Percent,77.78368
Malawi,1975,All genders,Not applicable,Percent,81.32053
Malaysia,2013,Female,Not applicable,Percent,5.30746
Malaysia,2013,Male,Not applicable,Percent,6.21649
Malaysia,2013,All genders,Not applicable,Percent,5.77376
Malaysia,2006,All genders,Not applicable,Percent,1.30643
Malaysia,2006,Male,Not applicable,Percent,2.40768
Malaysia,2006,Female,Not applicable,Percent,0.13476
Malaysia,2005,Female,Not applicable,Percent,0
Malaysia,2005,Male,Not applicable,Percent,2.19119
Malaysia,2005,All genders,Not applicable,Percent,1.1315
Malaysia,2002,All genders,Not applicable,Percent,2.8596
Malaysia,2002,Male,Not applicable,Percent,2.51954
Malaysia,2002,Female,Not applicable,Percent,3.21757
Malaysia,1993,Female,Not applicable,Percent,14.3431
Malaysia,1993,Male,Not applicable,Percent,14.71365
Malaysia,1993,All genders,Not applicable,Percent,14.53347
Malaysia,1991,All genders,Not applicable,Percent,17.9871
Malaysia,1991,Male,Not applicable,Percent,18.34135
Malaysia,1991,Female,Not applicable,Percent,17.61134
Malaysia,1990,Female,Not applicable,Percent,16.65477
Malaysia,1990,Male,Not applicable,Percent,17.28895
Malaysia,1990,All genders,Not applicable,Percent,16.98069
Malaysia,1989,All genders,Not applicable,Percent,17.48252
Malaysia,1989,Male,Not applicable,Percent,17.57196
Malaysia,1989,Female,Not applicable,Percent,17.38759
Malaysia,1988,Female,Not applicable,Percent,15.73554
Malaysia,1988,Male,Not applicable,Percent,15.77578
Malaysia,1988,All genders,Not applicable,Percent,15.75622
Malaysia,1987,All genders,Not applicable,Percent,14.18664
Malaysia,1987,Male,Not applicable,Percent,14.52148
Malaysia,1987,Female,Not applicable,Percent,13.83089
Malaysia,1985,Female,Not applicable,Percent,12.45425
Malaysia,1985,Male,Not applicable,Percent,11.94896
Malaysia,1985,All genders,Not applicable,Percent,12.19561
Malaysia,1984,All genders,Not applicable,Percent,10.73654
Malaysia,1984,Male,Not applicable,Percent,10.65618
Malaysia,1984,Female,Not applicable,Percent,10.82152
Malaysia,1983,Female,Not applicable,Percent,10.89429
Malaysia,1983,Male,Not applicable,Percent,11.11615
Malaysia,1983,All genders,Not applicable,Percent,11.00876
Malaysia,1982,All genders,Not applicable,Percent,12.96116
Malaysia,1982,Male,Not applicable,Percent,12.46452
Malaysia,1982,Female,Not applicable,Percent,13.48303
Malaysia,1981,Female,Not applicable,Percent,12.91592
Malaysia,1981,Male,Not applicable,Percent,12.38657
Malaysia,1981,All genders,Not applicable,Percent,12.64389
Malaysia,1980,All genders,Not applicable,Percent,9.58943
Malaysia,1980,Male,Not applicable,Percent,8.44792
Malaysia,1980,Female,Not applicable,Percent,10.7871
Maldives,2012,Female,Not applicable,Percent,15.53537
Maldives,2012,All genders,Not applicable,Percent,17.84163
Maldives,2012,Male,Not applicable,Percent,20.17409
Maldives,2011,All genders,Not applicable,Percent,17.15262
Mali,2011,Female,Not applicable,Percent,40.58128
Mali,2011,Male,Not applicable,Percent,36.45346
Mali,2011,All genders,Not applicable,Percent,38.40749
Mali,2010,All genders,Not applicable,Percent,24.50689
Mali,2010,Male,Not applicable,Percent,22.92061
Mali,2010,Female,Not applicable,Percent,26.4222
Mali,2009,Female,Not applicable,Percent,24.28204
Mali,2009,Male,Not applicable,Percent,21.31712
Mali,2009,All genders,Not applicable,Percent,22.66339
Mali,2008,Male,Not applicable,Percent,18.80701
Mali,2008,Female,Not applicable,Percent,23.21945
Mali,2008,All genders,Not applicable,Percent,20.79446
Mali,2007,All genders,Not applicable,Percent,23.62412
Mali,2007,Male,Not applicable,Percent,20.54181
Mali,2007,Female,Not applicable,Percent,27.37589
Mali,2005,Female,Not applicable,Percent,29.34934
Mali,2005,Male,Not applicable,Percent,24.30888
Mali,2005,All genders,Not applicable,Percent,26.4784
Mali,2004,All genders,Not applicable,Percent,19.60805
Mali,2004,Male,Not applicable,Percent,15.28684
Mali,2004,Female,Not applicable,Percent,25.26127
Mali,2003,Female,Not applicable,Percent,26.48531
Mali,2003,Male,Not applicable,Percent,17.84912
Mali,2003,All genders,Not applicable,Percent,21.57344
Mali,2002,All genders,Not applicable,Percent,33.88511
Mali,2002,Male,Not applicable,Percent,29.48322
Mali,2002,Female,Not applicable,Percent,39.64072
Mali,2001,Female,Not applicable,Percent,29.71768
Mali,2001,Male,Not applicable,Percent,20.00679
Mali,2001,All genders,Not applicable,Percent,24.15666
Mali,2000,All genders,Not applicable,Percent,16.62778
Mali,1999,All genders,Not applicable,Percent,35.45482
Mali,1999,Male,Not applicable,Percent,33.65879
Mali,1999,Female,Not applicable,Percent,38.12325
Mali,1988,Female,Not applicable,Percent,69.34966
Mali,1988,Male,Not applicable,Percent,65.66736
Mali,1988,All genders,Not applicable,Percent,67.04526
Mali,1987,All genders,Not applicable,Percent,64.82337
Mali,1987,Male,Not applicable,Percent,63.1898
Mali,1987,Female,Not applicable,Percent,67.51784
Mali,1986,All genders,Not applicable,Percent,63.63967
Mali,1985,All genders,Not applicable,Percent,60.20584
Mali,1985,Male,Not applicable,Percent,57.74537
Mali,1985,Female,Not applicable,Percent,64.38782
Mali,1984,Female,Not applicable,Percent,65.31704
Mali,1984,Male,Not applicable,Percent,59.66852
Mali,1984,All genders,Not applicable,Percent,61.7514
Mali,1983,All genders,Not applicable,Percent,60.20455
Mali,1981,All genders,Not applicable,Percent,57.77323
Mali,1981,Male,Not applicable,Percent,55.0951
Mali,1981,Female,Not applicable,Percent,62.40367
Mali,1980,All genders,Not applicable,Percent,63.42156
Mali,1979,All genders,Not applicable,Percent,55.23772
Mali,1979,Male,Not applicable,Percent,51.71293
Mali,1979,Female,Not applicable,Percent,61.10981
Mali,1978,All genders,Not applicable,Percent,62.45981
Mali,1977,All genders,Not applicable,Percent,56.93531
Mali,1976,All genders,Not applicable,Percent,66.32723
Malta,2013,Female,Not applicable,Percent,2.08752
Malta,2013,Male,Not applicable,Percent,4.12753
Malta,2013,All genders,Not applicable,Percent,3.12446
Malta,2012,All genders,Not applicable,Percent,1.73703
Malta,2012,Male,Not applicable,Percent,3.0465
Malta,2012,Female,Not applicable,Percent,0.33588
Malta,2011,Female,Not applicable,Percent,4.99735
Malta,2011,Male,Not applicable,Percent,6.17832
Malta,2011,All genders,Not applicable,Percent,5.53651
Malta,2010,All genders,Not applicable,Percent,4.25059
Malta,2010,Male,Not applicable,Percent,4.71682
Malta,2010,Female,Not applicable,Percent,3.6258
Malta,2008,Female,Not applicable,Percent,24.16904
Malta,2008,Male,Not applicable,Percent,16.52667
Malta,2008,All genders,Not applicable,Percent,20.32728
Malta,2007,All genders,Not applicable,Percent,5.10889
Malta,2007,Male,Not applicable,Percent,7.09606
Malta,2007,Female,Not applicable,Percent,3.00415
Malta,2006,All genders,Not applicable,Percent,4.22017
Malta,2002,All genders,Not applicable,Percent,2.61962
Malta,2002,Male,Not applicable,Percent,3.06038
Malta,2002,Female,Not applicable,Percent,2.14106
Malta,2001,Female,Not applicable,Percent,2.84003
Malta,2001,Male,Not applicable,Percent,0.74182
Malta,2001,All genders,Not applicable,Percent,1.77218
Malta,2000,All genders,Not applicable,Percent,2.06606
Malta,2000,Male,Not applicable,Percent,2.43418
Malta,2000,Female,Not applicable,Percent,1.67684
Malta,1999,All genders,Not applicable,Percent,1.84506
Malta,1998,All genders,Not applicable,Percent,2.86091
Malta,1998,Male,Not applicable,Percent,3.22103
Malta,1998,Female,Not applicable,Percent,2.50242
Malta,1985,All genders,Not applicable,Percent,10.31917
Malta,1984,All genders,Not applicable,Percent,15.21249
Malta,1984,Male,Not applicable,Percent,19.26384
Malta,1984,Female,Not applicable,Percent,10.88211
Malta,1982,All genders,Not applicable,Percent,12.66895
Marshall Islands,2008,Female,Not applicable,Percent,20.46501
Marshall Islands,2008,Male,Not applicable,Percent,12.67995
Marshall Islands,2008,All genders,Not applicable,Percent,16.53218
Marshall Islands,2007,All genders,Not applicable,Percent,17.85249
Marshall Islands,2006,All genders,Not applicable,Percent,29.26928
Marshall Islands,2006,Male,Not applicable,Percent,30.59075
Marshall Islands,2006,Female,Not applicable,Percent,27.58189
Marshall Islands,2005,All genders,Not applicable,Percent,21.60871
Mauritania,2012,Male,Not applicable,Percent,35.08639
Mauritania,2012,Female,Not applicable,Percent,36.63691
Mauritania,2012,All genders,Not applicable,Percent,35.87207
Mauritania,2008,All genders,Not applicable,Percent,18.76223
Mauritania,2008,Female,Not applicable,Percent,17.99448
Mauritania,2008,Male,Not applicable,Percent,19.53403
Mauritania,2006,Male,Not applicable,Percent,45.77977
Mauritania,2006,Female,Not applicable,Percent,45.26883
Mauritania,2006,All genders,Not applicable,Percent,45.51693
Mauritania,2005,All genders,Not applicable,Percent,55.4171
Mauritania,2005,Female,Not applicable,Percent,56.94671
Mauritania,2005,Male,Not applicable,Percent,53.85512
Mauritania,2004,Male,Not applicable,Percent,62.02721
Mauritania,2004,Female,Not applicable,Percent,59.16084
Mauritania,2004,All genders,Not applicable,Percent,60.62599
Mauritania,2001,All genders,Not applicable,Percent,59.57081
Mauritania,2001,Female,Not applicable,Percent,58.42576
Mauritania,2001,Male,Not applicable,Percent,60.6128
Mauritania,1998,Female,Not applicable,Percent,42.74846
Mauritania,1998,All genders,Not applicable,Percent,43.55775
Mauritania,1998,Male,Not applicable,Percent,44.32028
Mauritania,1997,Male,Not applicable,Percent,59.49099
Mauritania,1997,All genders,Not applicable,Percent,63.40875
Mauritania,1997,Female,Not applicable,Percent,67.62449
Mauritania,1996,Female,Not applicable,Percent,70.57205
Mauritania,1996,All genders,Not applicable,Percent,67.2906
Mauritania,1996,Male,Not applicable,Percent,64.38352
Mauritania,1995,Male,Not applicable,Percent,63.14612
Mauritania,1995,All genders,Not applicable,Percent,66.25048
Mauritania,1995,Female,Not applicable,Percent,69.92512
Mauritania,1994,Female,Not applicable,Percent,72.19726
Mauritania,1994,All genders,Not applicable,Percent,68.64626
Mauritania,1994,Male,Not applicable,Percent,65.59972
Mauritania,1993,Male,Not applicable,Percent,65.07843
Mauritania,1993,Female,Not applicable,Percent,70.30036
Mauritania,1993,All genders,Not applicable,Percent,67.43857
Mauritania,1992,All genders,Not applicable,Percent,61.51591
Mauritania,1992,Female,Not applicable,Percent,66.24981
Mauritania,1992,Male,Not applicable,Percent,57.68836
Mauritania,1991,All genders,Not applicable,Percent,51.51694
Mauritania,1990,All genders,Not applicable,Percent,46.62087
Mauritania,1990,Male,Not applicable,Percent,40.63009
Mauritania,1990,Female,Not applicable,Percent,54.61456
Mauritania,1986,Female,Not applicable,Percent,45.94811
Mauritania,1986,Male,Not applicable,Percent,40.81469
Mauritania,1986,All genders,Not applicable,Percent,42.83459
Mauritania,1985,All genders,Not applicable,Percent,36.58961
Mauritania,1983,All genders,Not applicable,Percent,40.18278
Mauritania,1981,All genders,Not applicable,Percent,40.31553
Mauritania,1980,All genders,Not applicable,Percent,44.24279
Mauritius,2013,All genders,Not applicable,Percent,1.76145
Mauritius,2013,Male,Not applicable,Percent,2.37712
Mauritius,2013,Female,Not applicable,Percent,1.13124
Mauritius,2012,Female,Not applicable,Percent,2.38886
Mauritius,2012,Male,Not applicable,Percent,5.94417
Mauritius,2012,All genders,Not applicable,Percent,4.19319
Mauritius,2011,All genders,Not applicable,Percent,2.6611
Mauritius,2011,Male,Not applicable,Percent,2.8684
Mauritius,2011,Female,Not applicable,Percent,2.45679
Mauritius,2010,Female,Not applicable,Percent,2.34817
Mauritius,2010,Male,Not applicable,Percent,2.84916
Mauritius,2010,All genders,Not applicable,Percent,2.60447
Mauritius,2009,All genders,Not applicable,Percent,2.23263
Mauritius,2009,Male,Not applicable,Percent,1.50177
Mauritius,2009,Female,Not applicable,Percent,2.96956
Mauritius,2008,Female,Not applicable,Percent,1.81415
Mauritius,2008,Male,Not applicable,Percent,5.75605
Mauritius,2008,All genders,Not applicable,Percent,3.83132
Mauritius,2007,All genders,Not applicable,Percent,2.74576
Mauritius,2007,Male,Not applicable,Percent,1.43638
Mauritius,2007,Female,Not applicable,Percent,4.07824
Mauritius,2006,Female,Not applicable,Percent,2.70084
Mauritius,2006,Male,Not applicable,Percent,2.36219
Mauritius,2006,All genders,Not applicable,Percent,2.52871
Mauritius,2005,All genders,Not applicable,Percent,2.29101
Mauritius,2005,Male,Not applicable,Percent,3.5109
Mauritius,2005,Female,Not applicable,Percent,1.03004
Mauritius,2004,Female,Not applicable,Percent,3.71044
Mauritius,2004,Male,Not applicable,Percent,4.54416
Mauritius,2004,All genders,Not applicable,Percent,4.13038
Mauritius,2003,All genders,Not applicable,Percent,2.4523
Mauritius,2003,Male,Not applicable,Percent,2.53171
Mauritius,2003,Female,Not applicable,Percent,2.37581
Mauritius,2002,Female,Not applicable,Percent,1.47765
Mauritius,2002,Male,Not applicable,Percent,1.73187
Mauritius,2002,All genders,Not applicable,Percent,1.6114
Mauritius,2001,All genders,Not applicable,Percent,3.67965
Mauritius,2001,Male,Not applicable,Percent,5.11413
Mauritius,2001,Female,Not applicable,Percent,2.19303
Mauritius,2000,Female,Not applicable,Percent,2.16691
Mauritius,2000,Male,Not applicable,Percent,2.99073
Mauritius,2000,All genders,Not applicable,Percent,2.57921
Mauritius,1999,All genders,Not applicable,Percent,1.54913
Mauritius,1999,Male,Not applicable,Percent,0.96365
Mauritius,1999,Female,Not applicable,Percent,2.15258
Mauritius,1998,Female,Not applicable,Percent,1.15754
Mauritius,1998,Male,Not applicable,Percent,2.56298
Mauritius,1998,All genders,Not applicable,Percent,1.86999
Mexico,2013,Female,Not applicable,Percent,3.52932
Mexico,2013,Male,Not applicable,Percent,5.01019
Mexico,2013,All genders,Not applicable,Percent,4.28735
Mexico,2012,All genders,Not applicable,Percent,5.42703
Mexico,2012,Male,Not applicable,Percent,6.41209
Mexico,2012,Female,Not applicable,Percent,4.39652
Mexico,2011,Female,Not applicable,Percent,3.47833
Mexico,2011,Male,Not applicable,Percent,4.98812
Mexico,2011,All genders,Not applicable,Percent,4.24733
Mexico,2010,All genders,Not applicable,Percent,4.99479
Mexico,2010,Male,Not applicable,Percent,5.83147
Mexico,2010,Female,Not applicable,Percent,4.1246
Mexico,2009,Male,Not applicable,Percent,6.83178
Mexico,2009,All genders,Not applicable,Percent,5.84772
Mexico,2009,Female,Not applicable,Percent,4.8235
Mexico,2008,Female,Not applicable,Percent,4.88171
Mexico,2008,All genders,Not applicable,Percent,5.98961
Mexico,2008,Male,Not applicable,Percent,7.05186
Mexico,2007,Male,Not applicable,Percent,9.55142
Mexico,2007,All genders,Not applicable,Percent,8.48747
Mexico,2007,Female,Not applicable,Percent,7.37707
Mexico,2006,Female,Not applicable,Percent,6.49625
Mexico,2006,All genders,Not applicable,Percent,7.6512
Mexico,2006,Male,Not applicable,Percent,8.75733
Mexico,2005,Male,Not applicable,Percent,8.9734
Mexico,2005,All genders,Not applicable,Percent,7.86462
Mexico,2005,Female,Not applicable,Percent,6.70764
Mexico,2004,Female,Not applicable,Percent,7.56942
Mexico,2004,All genders,Not applicable,Percent,8.37591
Mexico,2004,Male,Not applicable,Percent,9.15517
Mexico,2003,Male,Not applicable,Percent,10.72426
Mexico,2003,All genders,Not applicable,Percent,9.61618
Mexico,2003,Female,Not applicable,Percent,8.46556
Mexico,2002,Female,Not applicable,Percent,7.83491
Mexico,2002,All genders,Not applicable,Percent,8.84568
Mexico,2002,Male,Not applicable,Percent,9.81976
Mexico,2001,Male,Not applicable,Percent,12.04723
Mexico,2001,All genders,Not applicable,Percent,11.01002
Mexico,2001,Female,Not applicable,Percent,9.93311
Mexico,2000,Female,Not applicable,Percent,11.58321
Mexico,2000,All genders,Not applicable,Percent,12.84835
Mexico,2000,Male,Not applicable,Percent,14.06206
Mexico,1999,Male,Not applicable,Percent,13.96677
Mexico,1999,All genders,Not applicable,Percent,12.77502
